customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,external_id,name,email,segment,status,region,province,city,barangay,service_type,plan_type,notes
9498-FIMXL,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,1075.2,9069.199999999999,No,,,,Residential,At-Risk,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Guipos,Centro,Mobile,Prepaid,
2379-GYFLQ,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),5314.400000000001,247685.19999999998,No,,,,Startup,At-Risk,Region V (Bicol Region),Masbate,Placer,Santo Nino,Cable,Family,
0122-OAHPZ,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4135.599999999999,28630.0,Yes,,,,Enterprise,At-Risk,Region XIII (Caraga),Agusan del Sur,Prosperidad,Poblacion,Cable,Prepaid,
2868-SNELZ,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,4513.599999999999,8724.800000000001,Yes,,,,Startup,Active,Region I (Ilocos Region),Ilocos Norte,City of Batac,Mabini,DSL,Family,
4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),4244.8,296461.2,Yes,,,,Startup,At-Risk,Region XIII (Caraga),Surigao del Sur,Lingig,East,Mobile,Business,
6680-NENYN,Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,5857.599999999999,266551.60000000003,Yes,,,,Residential,Active,Region I (Ilocos Region),La Union,Aringay,San Isidro,Mobile,Family,
2088-IEBAU,Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,4936.400000000001,344313.2,No,,,,Startup,At-Risk,Region V (Bicol Region),Masbate,Cawayan,San Juan,DSL,Unlimited,
7982-VCELR,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),5308.8,199676.4,No,,,,Startup,Active,Region V (Bicol Region),Catanduanes,Virac,San Juan,Fiber,Business,
1343-EHPYB,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5790.400000000001,369768.0,Yes,,,,SMB,Active,MIMAROPA Region,Palawan,Taytay,Centro,Cable,Prepaid,
6035-BXTTY,Female,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),3060.4,102485.59999999999,No,,,,SMB,At-Risk,Region VI (Western Visayas),Aklan,Batan,San Juan,DSL,Family,
6885-PKOAM,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4802.0,348532.8,No,,,,Startup,Active,Region II (Cagayan Valley),Isabela,San Mateo,Bagong Silang,Wireless,Business,
7520-HQWJU,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),3777.2000000000003,252484.39999999997,No,,,,Residential,Active,Region VIII (Eastern Visayas),Northern Samar,Pambujan,San Juan,DSL,Unlimited,
9639-BUJXT,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1148.0,74376.40000000001,No,,,,Enterprise,Active,Region VII (Central Visayas),Bohol,Cortes,Maligaya,Mobile,Postpaid,
5924-SNGKP,Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),1134.0,48440.0,No,,,,Startup,Active,Region XIII (Caraga),Surigao del Sur,Marihatag,San Jose,Wireless,Business,
0021-IKXGC,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4037.5999999999995,4037.5999999999995,No,,,,SMB,Active,Region XII (SOCCSKSARGEN),South Cotabato,Tupi,San Juan,Cable,Family,
2034-GDRCN,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5062.400000000001,9419.199999999999,Yes,,,,Startup,Active,Region VII (Central Visayas),Cebu,San Remigio,San Roque,DSL,Prepaid,
8966-SNIZF,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1089.2,72996.0,No,,,,Startup,At-Risk,MIMAROPA Region,Palawan,San Vicente,East,Cable,Business,
6243-OZGFH,Female,0,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2517.2000000000003,55823.6,No,,,,Residential,At-Risk,Region XII (SOCCSKSARGEN),South Cotabato,City of Koronadal,Poblacion,Fiber,Family,
4654-DLAMQ,Female,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),5432.0,360130.39999999997,No,,,,Startup,Active,Region V (Bicol Region),Masbate,Mandaon,San Juan,Cable,Unlimited,
0513-RBGPE,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),3516.7999999999997,127610.0,No,,,,Startup,Active,Region II (Cagayan Valley),Isabela,City of Santiago,Mabini,Wireless,Prepaid,
5160-UXJED,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,2497.6,38158.4,No,,,,Startup,At-Risk,Region X (Northern Mindanao),Bukidnon,City of Valencia,Santo Nino,DSL,Prepaid,
4115-NZRKS,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4992.400000000001,32163.600000000002,No,,,,Enterprise,At-Risk,Region VIII (Eastern Visayas),Eastern Samar,Maydolong,San Isidro,Fiber,Postpaid,
0219-YTZUE,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4748.8,20826.399999999998,Yes,,,,Enterprise,At-Risk,Region IV-A (CALABARZON),Rizal,Baras,San Vicente,Fiber,Prepaid,
0623-IIHUG,Female,1,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2346.4,47045.6,Yes,,,,Enterprise,Active,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lanao del Sur,Poona Bayabao,Maligaya,DSL,Unlimited,
4572-DVCGN,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),4494.0,47376.0,Yes,,,,SMB,Active,Region III (Central Luzon),Aurora,Maria Aurora,San Roque,DSL,Postpaid,
3351-NGXYI,Female,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,3029.6,49784.0,No,,,,SMB,At-Risk,Region III (Central Luzon),Zambales,Masinloc,Santo Nino,Cable,Business,
8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,5894.0,382110.39999999997,No,,,,Enterprise,At-Risk,Region X (Northern Mindanao),Misamis Occidental,City of Tangub,Santa Cruz,Mobile,Business,
9057-MSWCO,Male,1,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1722.0,45085.6,Yes,,,,Enterprise,Active,Region XI (Davao Region),Davao de Oro,Mawab,Poblacion,Mobile,Business,
9833-TGFHX,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,5437.599999999999,224938.0,No,,,,Enterprise,At-Risk,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Norte,Datu Blah T. Sinsuat,Centro,Fiber,Business,
9294-TDIPC,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1131.2,4690.0,No,,,,Enterprise,Active,Negros Island Region (NIR),Negros Oriental,Santa Catalina,San Jose,Wireless,Business,
5229-DTFYB,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),5532.8,221712.4,No,,,,SMB,At-Risk,Cordillera Administrative Region (CAR),Abra,San Isidro,West,Mobile,Prepaid,
0104-PPXDV,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),2816.7999999999997,161198.80000000002,No,,,,SMB,At-Risk,Region XI (Davao Region),Davao del Norte,Santo Tomas,San Vicente,Fiber,Family,
5176-LMJXE,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1150.8,52959.200000000004,No,,,,Residential,At-Risk,Region I (Ilocos Region),La Union,Caba,Santa Cruz,DSL,Postpaid,
3583-KRKMD,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),4250.400000000001,76890.8,No,,,,Residential,Active,Negros Island Region (NIR),Siquijor,Siquijor,Santo Nino,Cable,Prepaid,
1010-DIAUQ,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),5404.0,27582.8,Yes,,,,Startup,Active,MIMAROPA Region,Palawan,Araceli,San Jose,Wireless,Postpaid,
9069-LGEUL,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),3357.2000000000003,78736.0,No,,,,Startup,Active,National Capital Region (NCR),NCR,Pasay City,San Isidro,Cable,Postpaid,
7302-ZHMHP,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1072.3999999999999,1072.3999999999999,No,,,,Enterprise,At-Risk,Region V (Bicol Region),Catanduanes,Baras,San Isidro,Mobile,Family,
9571-EDEBV,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),5524.400000000001,389919.60000000003,No,,,,Residential,Active,Region III (Central Luzon),Pampanga,Floridablanca,San Jose,Mobile,Unlimited,
3520-FJGCV,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),6305.599999999999,455092.39999999997,No,,,,Startup,Active,Region XI (Davao Region),Davao Oriental,Caraga,San Jose,Cable,Unlimited,
6563-VRERX,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1153.6000000000001,38654.0,No,,,,Enterprise,At-Risk,Region I (Ilocos Region),Ilocos Norte,City of Batac,San Isidro,Wireless,Business,
0259-GBZSH,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,4796.400000000001,10164.0,Yes,,,,Enterprise,Active,Region VII (Central Visayas),Bohol,Cortes,Santa Maria,Mobile,Postpaid,
6122-EFVKN,Male,0,No,Yes,24,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,2002.0,46524.799999999996,No,,,,Residential,Active,Negros Island Region (NIR),Negros Occidental,Manapla,San Vicente,Cable,Family,
2805-EDJPQ,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),5586.0,314070.39999999997,No,,,,Residential,Active,Region XII (SOCCSKSARGEN),Sarangani,Alabel,Santo Nino,Cable,Unlimited,
6862-CQUMB,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),5381.599999999999,204220.80000000002,No,,,,Enterprise,Active,Region VIII (Eastern Visayas),Northern Samar,Catarman,Rizal,Wireless,Business,
7156-MXBJE,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),4765.599999999999,205086.0,No,,,,SMB,Active,Region XII (SOCCSKSARGEN),Cotabato,Alamada,Santa Cruz,Mobile,Family,
6158-HDPXZ,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1419.6000000000001,1419.6000000000001,No,,,,Residential,Active,Cordillera Administrative Region (CAR),Kalinga,Rizal,Centro,Cable,Business,
9601-BRXPO,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),5877.2,143724.0,Yes,,,,SMB,At-Risk,Region VI (Western Visayas),Aklan,Madalag,Santa Cruz,Wireless,Postpaid,
2863-IMQDR,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,5020.400000000001,297287.2,No,,,,SMB,Active,Region IX (Zamboanga Peninsula),Sulu,Pata,Centro,Fiber,Prepaid,
5686-CMAWK,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,4858.0,78974.0,No,,,,Residential,Active,Region X (Northern Mindanao),Bukidnon,Maramag,San Roque,DSL,Postpaid,
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),4827.2,186986.80000000002,No,,,,Enterprise,Active,Region III (Central Luzon),Zambales,Botolan,San Juan,Cable,Family,
6905-NIQIN,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,2836.4,2836.4,Yes,,,,Startup,At-Risk,Region VIII (Eastern Visayas),Leyte,Jaro,San Isidro,Mobile,Family,
8204-YJCLA,Male,1,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3628.7999999999997,265011.60000000003,No,,,,Enterprise,Active,Region XIII (Caraga),Agusan del Norte,Kitcharao,Santa Cruz,Cable,Business,
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),5087.599999999999,5087.599999999999,Yes,,,,Residential,Active,Region XII (SOCCSKSARGEN),South Cotabato,Tampakan,San Juan,DSL,Prepaid,
6583-SZVGP,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),6053.599999999999,283777.2,No,,,,Startup,At-Risk,Region XIII (Caraga),Agusan del Norte,Buenavista,Poblacion,Fiber,Prepaid,
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1117.2,12026.0,Yes,,,,SMB,At-Risk,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Liloy,San Roque,Wireless,Business,
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,4785.2,272983.2,Yes,,,,Enterprise,Active,Region V (Bicol Region),Catanduanes,Pandan,Santa Maria,Mobile,Unlimited,
1708-PBBOA,Female,0,No,No,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,3066.0,131513.19999999998,No,,,,Startup,Active,Region XIII (Caraga),Agusan del Norte,Carmen,Santo Nino,Wireless,Prepaid,
8782-LKFPK,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,5062.400000000001,227528.0,No,,,,Startup,Active,Region XI (Davao Region),Davao Oriental,Cateel,Bagong Silang,Mobile,Unlimited,
5522-JBWMO,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,2464.0,2464.0,No,,,,Startup,At-Risk,Region VIII (Eastern Visayas),Leyte,Javier,Maligaya,Wireless,Postpaid,
3597-MVHJT,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),5353.599999999999,145334.0,No,,,,Startup,Active,Region XII (SOCCSKSARGEN),South Cotabato,City of General Santos,Santo Nino,Fiber,Prepaid,
9774-NRNAU,Male,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4748.8,129334.80000000002,No,,,,Startup,At-Risk,Region V (Bicol Region),Masbate,Milagros,Poblacion,DSL,Prepaid,
0224-RLWWD,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2480.7999999999997,5000.8,No,,,,Residential,Active,Region II (Cagayan Valley),Cagayan,Lasam,Santo Nino,Cable,Business,
9967-ATRFS,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1114.3999999999999,20582.8,No,,,,Enterprise,At-Risk,Region VI (Western Visayas),Aklan,Balete,Santo Nino,Wireless,Business,
3951-NJCVI,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5322.8,220892.0,No,,,,Residential,At-Risk,Region I (Ilocos Region),Ilocos Norte,Pasuquin,San Jose,Cable,Prepaid,
2977-CEBSX,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5042.8,334093.2,No,,,,Enterprise,At-Risk,Region III (Central Luzon),Bulacan,City of Malolos,Santa Maria,DSL,Business,
0177-PXBAT,Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),6154.400000000001,206903.19999999998,No,,,,Residential,Active,Region XI (Davao Region),Davao Oriental,Caraga,Santa Cruz,Fiber,Postpaid,
6599-CEBNN,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),4141.2,141369.19999999998,Yes,,,,Residential,At-Risk,Region II (Cagayan Valley),Cagayan,Iguig,West,DSL,Business,
2519-ERQOJ,Male,1,No,No,33,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3057.6,101007.2,No,,,,Residential,Active,MIMAROPA Region,Palawan,Cuyo,West,DSL,Prepaid,
5876-QMYLD,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1122.8,23245.600000000002,No,,,,SMB,Active,Negros Island Region (NIR),Siquijor,Siquijor,San Roque,Fiber,Family,
2277-AXSDC,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1106.0,34952.4,No,,,,SMB,Active,Region V (Bicol Region),Camarines Sur,Pamplona,San Roque,DSL,Family,
9442-JTWDL,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),1122.8,13311.199999999999,No,,,,SMB,Active,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Malangas,San Isidro,Cable,Prepaid,
0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),5569.2,392425.60000000003,Yes,,,,Startup,At-Risk,National Capital Region (NCR),NCR,City of Las Piñas,Santo Nino,Fiber,Postpaid,
3067-SVMTC,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),3130.4,215532.80000000002,No,,,,Startup,Active,Region I (Ilocos Region),La Union,Bacnotan,Poblacion,Mobile,Postpaid,
5495-GPSRW,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1103.2,23486.399999999998,No,,,,SMB,At-Risk,Region I (Ilocos Region),La Union,Bagulin,San Roque,Cable,Prepaid,
7606-BPHHN,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1108.8,82250.0,No,,,,Enterprise,Active,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Alicia,Rizal,Cable,Postpaid,
4742-DRORA,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),5342.400000000001,325472.0,No,,,,SMB,At-Risk,Region IV-A (CALABARZON),Laguna,Kalayaan,West,Fiber,Prepaid,
0111-KLBQG,Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,5261.2,160241.19999999998,No,,,,Enterprise,At-Risk,Region XII (SOCCSKSARGEN),Sarangani,Maitum,East,Mobile,Prepaid,
4800-VHZKI,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1114.3999999999999,1114.3999999999999,Yes,,,,Startup,At-Risk,Region III (Central Luzon),Pampanga,Lubao,Santo Nino,Wireless,Prepaid,
7989-CHGTL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1097.6000000000001,1097.6000000000001,Yes,,,,SMB,Active,Region XII (SOCCSKSARGEN),Sarangani,Kiamba,Bagong Silang,Cable,Family,
0334-GDDSO,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,4555.599999999999,13087.199999999999,Yes,,,,Enterprise,Active,Region VII (Central Visayas),Bohol,Alicia,Santa Maria,Mobile,Business,
4163-NCJAK,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),1369.2,59704.40000000001,No,,,,Residential,Active,Region IV-A (CALABARZON),Batangas,Mabini,Santo Nino,DSL,Unlimited,
5233-AOZUF,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4197.2,120346.80000000002,No,,,,Enterprise,At-Risk,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Tigbao,San Juan,Fiber,Postpaid,
5973-EJGDP,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,4891.599999999999,250488.0,No,,,,Startup,At-Risk,National Capital Region (NCR),NCR,City of Pasig,San Jose,Wireless,Postpaid,
1996-DBMUS,Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),3956.4000000000005,198522.80000000002,No,,,,SMB,Active,Region IV-A (CALABARZON),Quezon,Atimonan,Santa Cruz,Mobile,Postpaid,
7916-VCCPB,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),4102.0,66962.0,No,,,,SMB,At-Risk,Region XIII (Caraga),Surigao del Sur,Barobo,Bagong Silang,Wireless,Postpaid,
4686-GEFRM,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),5527.2,384098.39999999997,No,,,,SMB,Active,Region IV-A (CALABARZON),Laguna,Bay,Poblacion,Fiber,Unlimited,
5249-QYHEX,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1388.8,57383.200000000004,No,,,,Residential,At-Risk,Region XIII (Caraga),Surigao del Norte,Burgos,Mabini,Cable,Unlimited,
0578-SKVMF,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,4664.8,103370.40000000001,Yes,,,,Enterprise,Active,Negros Island Region (NIR),Negros Oriental,Basay,San Juan,Cable,Business,
5564-NEMQO,Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4216.8,4216.8,Yes,,,,Startup,At-Risk,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Sur,Guindulungan,Santo Nino,Wireless,Postpaid,
2233-FAGXV,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1360.8,7406.0,No,,,,Residential,Active,Negros Island Region (NIR),Negros Occidental,Cauayan,Poblacion,Wireless,Business,
5605-IYGFG,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),3911.5999999999995,28865.200000000004,No,,,,Enterprise,Active,Region VII (Central Visayas),Bohol,Sikatuna,San Isidro,Cable,Postpaid,
7663-ZTEGJ,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),5630.8,158505.19999999998,No,,,,Startup,Active,Region V (Bicol Region),Camarines Sur,Milaor,San Juan,Mobile,Family,
3935-TBRZZ,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1439.2,62188.0,No,,,,Residential,Active,Region VI (Western Visayas),Antique,Hamtic,Santa Cruz,DSL,Family,
8111-BKVDS,Female,0,No,No,10,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),2279.2000000000003,25160.8,No,,,,Startup,At-Risk,Cordillera Administrative Region (CAR),Kalinga,Tinglayan,Centro,Fiber,Business,
2055-SIFSS,Female,1,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),2892.4,158958.80000000002,No,,,,SMB,Active,Region VIII (Eastern Visayas),Southern Leyte,San Francisco,San Isidro,Cable,Unlimited,
2806-MLNTI,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),5885.599999999999,301078.39999999997,No,,,,Enterprise,Active,Region XI (Davao Region),Davao del Norte,Asuncion,Maligaya,Mobile,Family,
8734-DKSTZ,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,4813.2,48081.6,No,,,,Residential,At-Risk,Region I (Ilocos Region),La Union,Bangar,Rizal,Fiber,Prepaid,
4360-PNRQB,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4233.599999999999,78122.8,No,,,,SMB,Active,Region XII (SOCCSKSARGEN),Cotabato,Tulunan,San Juan,Wireless,Business,
6152-ONASV,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),3262.0,222639.19999999998,No,,,,Enterprise,At-Risk,Region II (Cagayan Valley),Isabela,City of Ilagan,San Vicente,Cable,Unlimited,
